Datum,Tijd,Valutadatum,Product,ISIN,Omschrijving,FX,Mutatie,,Saldo,,Order Id
02-04-2021,09:41,01-04-2021,,,Valuta Debitering,1.1789,USD,-5.42,USD,0.00,
02-04-2021,02:10,31-03-2021,,,Flatex Interest,,EUR,-0.63,EUR,464.52,
01-04-2021,15:30,31-03-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.51,USD,5.42,
01-04-2021,15:24,31-03-2021,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,Dividend,,USD,5.07,USD,5.93,
01-04-2021,14:01,31-03-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.10,USD,0.86,
01-04-2021,13:57,31-03-2021,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,0.96,USD,0.96,
29-03-2021,12:31,29-03-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,92 EUR",,,,EUR,465.15,
29-03-2021,12:31,29-03-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.92,EUR,464.23,
26-03-2021,09:36,25-03-2021,,,Valuta Debitering,,EUR,0.92,EUR,465.15,
26-03-2021,09:36,25-03-2021,,,Valuta Debitering,1.1775,USD,-1.09,USD,0.00,
25-03-2021,08:09,24-03-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.09,USD,1.09,
25-03-2021,08:08,24-03-2021,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,0.85,USD,1.18,
25-03-2021,07:42,24-03-2021,,,DEGIRO Corporate Action Kosten,,USD,-0.04,USD,0.33,
25-03-2021,07:41,24-03-2021,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,0.37,USD,0.37,
02-03-2021,19:40,03-03-2021,,,Processed Flatex Withdrawal,,EUR,1500.00,EUR,464.23,
02-03-2021,19:40,03-03-2021,,,flatex terugstorting,,EUR,-1500.00,EUR,-1035.77,
02-03-2021,12:54,02-03-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 170,63 EUR",,,,EUR,464.23,
02-03-2021,12:54,02-03-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-170.63,EUR,293.60,
01-03-2021,15:19,01-03-2021,,,Processed Flatex Withdrawal,,EUR,-1500.00,EUR,464.23,
01-03-2021,15:18,01-03-2021,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,"Koop 3 @ 118,3 EUR",,EUR,-354.90,EUR,1964.23,cc707a87-c40c-4bac-a07f-c6fc56057b57
26-02-2021,13:18,26-02-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.26,EUR,2319.13,336af1b4-b959-4971-9264-700d730348f4
26-02-2021,13:18,26-02-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,2319.39,336af1b4-b959-4971-9264-700d730348f4
26-02-2021,13:18,26-02-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,"Verkoop 53 @ 9,996 EUR",,EUR,529.79,EUR,2323.39,336af1b4-b959-4971-9264-700d730348f4
26-02-2021,12:17,26-02-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 1.004,37 EUR",,,,EUR,1793.60,
26-02-2021,12:17,26-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1004.37,EUR,789.23,
25-02-2021,11:39,25-02-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.22,EUR,1793.60,736200af-c349-4075-93f6-3fdd2382c296
25-02-2021,11:39,25-02-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,1793.82,736200af-c349-4075-93f6-3fdd2382c296
25-02-2021,11:39,25-02-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,"Verkoop 42 @ 10,38 EUR",,EUR,435.96,EUR,1797.82,736200af-c349-4075-93f6-3fdd2382c296
25-02-2021,10:17,25-02-2021,RANDSTAD,NL0000379121,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.17,EUR,1361.86,1352d0e1-7ae9-4047-9b1c-67142bbc5a63
25-02-2021,10:17,25-02-2021,RANDSTAD,NL0000379121,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,1362.03,1352d0e1-7ae9-4047-9b1c-67142bbc5a63
25-02-2021,10:17,25-02-2021,RANDSTAD,NL0000379121,"Verkoop 10 @ 57,48 EUR",,EUR,574.80,EUR,1364.03,1352d0e1-7ae9-4047-
,,,,,,,,,,,9b1c-67142bbc5a63
22-02-2021,11:31,22-02-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 300,39 EUR",,,,EUR,789.23,
22-02-2021,11:31,22-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,300.39,EUR,1089.62,
19-02-2021,10:05,19-02-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.15,EUR,789.23,9675fa5b-1fc2-4e35-a768-7826efd9f187
19-02-2021,10:05,19-02-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,789.38,9675fa5b-1fc2-4e35-a768-7826efd9f187
19-02-2021,10:05,19-02-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,"Koop 28 @ 10,58 EUR",,EUR,-296.24,EUR,793.38,9675fa5b-1fc2-4e35-a768-7826efd9f187
16-02-2021,12:03,16-02-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 730,82 EUR",,,,EUR,1089.62,
16-02-2021,12:03,16-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-730.82,EUR,358.80,
15-02-2021,15:02,15-02-2021,GALAPAGOS NV,BE0003818359,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.22,EUR,1089.62,d658ded2-4ac9-4f98-823f-cf5855dc50c1
15-02-2021,15:02,15-02-2021,GALAPAGOS NV,BE0003818359,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,1089.84,d658ded2-4ac9-4f98-823f-cf5855dc50c1
15-02-2021,15:02,15-02-2021,GALAPAGOS NV,BE0003818359,"Verkoop 11 @ 66,64 EUR",,EUR,733.04,EUR,1091.84,d658ded2-4ac9-4f98-823f-cf5855dc50c1
12-02-2021,12:01,12-02-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 435,02 EUR",,,,EUR,358.80,
12-02-2021,12:01,12-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,435.02,EUR,793.82,
11-02-2021,21:21,11-02-2021,QUALYS INC,US74758T3032,Valuta Creditering,1.2122,USD,526.70,USD,0.00,4bfa5d7a-7786-4664-bebe-ad48c74b57a1
11-02-2021,21:21,11-02-2021,QUALYS INC,US74758T3032,Valuta Debitering,,EUR,-434.50,EUR,358.80,4bfa5d7a-7786-4664-bebe-ad48c74b57a1
11-02-2021,21:21,11-02-2021,QUALYS INC,US74758T3032,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.02,EUR,793.30,4bfa5d7a-7786-4664-bebe-ad48c74b57a1
11-02-2021,21:21,11-02-2021,QUALYS INC,US74758T3032,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,793.32,4bfa5d7a-7786-4664-bebe-ad48c74b57a1
11-02-2021,21:21,11-02-2021,QUALYS INC,US74758T3032,"Koop 5 @ 105,34 USD",,USD,-526.70,USD,-526.70,4bfa5d7a-7786-4664-bebe-ad48c74b57a1
10-02-2021,12:32,10-02-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 402,49 EUR",,,,EUR,793.82,
10-02-2021,12:32,10-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-402.49,EUR,391.33,
09-02-2021,17:01,09-02-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 391,33 EUR",,,,EUR,793.82,
09-02-2021,17:01,09-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-391.33,EUR,402.49,
09-02-2021,15:53,09-02-2021,MICROSOFT CORP,US5949181045,Valuta Debitering,1.2109,USD,-488.00,USD,0.00,b3e4fe19-a631-4423-b052-fa6d3055a0d8
09-02-2021,15:53,09-02-2021,MICROSOFT CORP,US5949181045,Valuta Creditering,,EUR,403.00,EUR,793.82,b3e4fe19-a631-4423-b052-fa6d3055a0d8
09-02-2021,15:53,09-02-2021,MICROSOFT CORP,US5949181045,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,390.82,b3e4fe19-a631-4423-b052-fa6d3055a0d8
09-02-2021,15:53,09-02-2021,MICROSOFT CORP,US5949181045,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,390.83,b3e4fe19-a631-4423-b052-fa6d3055a0d8
09-02-2021,15:53,09-02-2021,MICROSOFT CORP,US5949181045,Verkoop 2 @ 244 USD,,USD,488.00,USD,488.00,b3e4fe19-a631-4423-b052-fa6d3055a0d8
08-02-2021,09:00,08-02-2021,SOLAR A/S,DK0010274844,Valuta Debitering,7.4434,DKK,-2968.00,DKK,0.00,bda510f3-5103-44dc-ac13-70701f34cdf8
08-02-2021,09:00,08-02-2021,SOLAR A/S,DK0010274844,Valuta Creditering,,EUR,398.74,EUR,391.33,bda510f3-5103-44dc-ac13-70701f34cdf8
08-02-2021,09:00,08-02-2021,SOLAR A/S,DK0010274844,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.20,EUR,-7.41,bda510f3-5103-44dc-ac13-70701f34cdf8
08-02-2021,09:00,08-02-2021,SOLAR A/S,DK0010274844,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,-7.21,bda510f3-5103-44dc-ac13-70701f34cdf8
08-02-2021,09:00,08-02-2021,SOLAR A/S,DK0010274844,Verkoop 7 @ 424 DKK,,DKK,2968.00,DKK,2968.00,bda510f3-5103-44dc-ac13-70701f34cdf8
02-02-2021,13:22,02-02-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 6,79 EUR",,,,EUR,-3.21,
02-02-2021,13:22,02-02-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,6.79,EUR,3.58,
31-01-2021,13:18,31-12-2020,,,DEGIRO Aansluitingskosten 2021 (New York Stock Exchange - NSY),,EUR,-2.50,EUR,-3.21,
31-01-2021,13:18,31-12-2020,,,DEGIRO Aansluitingskosten 2021 (Nasdaq - NDQ),,EUR,-2.50,EUR,-0.71,
31-01-2021,13:18,31-12-2020,,,DEGIRO Aansluitingskosten 2021 (Nasdaq Copenhagen AB - OMK),,EUR,-2.50,EUR,1.79,
31-01-2021,13:18,31-12-2020,,,DEGIRO Aansluitingskosten 2021 (Xetra - XET),,EUR,-2.50,EUR,4.29,
29-01-2021,11:15,29-01-2021,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 224,55 EUR",,,,EUR,6.79,
29-01-2021,11:15,29-01-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,224.55,EUR,231.34,
28-01-2021,09:04,28-01-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.11,EUR,6.79,8ab84969-e161-4c1a-84b9-e444c7819acb
28-01-2021,09:04,28-01-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,6.90,8ab84969-e161-4c1a-84b9-e444c7819acb
28-01-2021,09:04,28-01-2021,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,"Koop 22 @ 10,02 EUR",,EUR,-220.44,EUR,10.90,8ab84969-e161-4c1a-84b9-e444c7819acb
04-01-2021,12:16,04-01-2021,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 4,08 EUR",,,,EUR,231.34,
04-01-2021,12:16,04-01-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-4.08,EUR,227.26,
01-01-2021,08:13,31-12-2020,,,Valuta Debitering,,EUR,4.08,EUR,231.34,
01-01-2021,08:13,31-12-2020,,,Valuta Debitering,1.2228,USD,-4.99,USD,0.00,
31-12-2020,09:23,30-12-2020,,,DEGIRO Corporate Action Kosten,,USD,-0.09,USD,4.99,
31-12-2020,09:20,30-12-2020,VANGUARD S&P 500 UCITS ETF USD,IE00B3XXRP09,Dividend,,USD,0.86,USD,5.08,
31-12-2020,07:52,30-12-2020,,,DEGIRO Corporate Action Kosten,,USD,-0.47,USD,4.22,
31-12-2020,07:49,30-12-2020,VANGUARD FTSE ALL-WORLD UCITS ETF,IE00B3RBWM25,Dividend,,USD,4.69,USD,4.69,
31-12-2020,04:01,31-12-2020,,,Flatex Interest,,EUR,-0.01,EUR,227.26,
28-12-2020,10:15,28-12-2020,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 227,27 EUR",,,,EUR,227.27,
28-12-2020,10:15,28-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-227.27,EUR,0.00,
25-12-2020,07:47,24-12-2020,,,Valuta Debitering,,EUR,1.33,EUR,227.27,
25-12-2020,07:47,24-12-2020,,,Valuta Debitering,1.2198,USD,-1.63,USD,0.00,
24-12-2020,12:51,24-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,00933 @ 9.906,0907 EUR",,,,EUR,225.94,
24-12-2020,12:51,24-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,03 @ 9.906,0907 EUR",,,,EUR,232.57,
24-12-2020,09:09,23-12-2020,,,DEGIRO Corporate Action Kosten,,USD,-0.06,USD,1.63,
24-12-2020,09:09,23-12-2020,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,Dividend,,USD,0.58,USD,1.69,
24-12-2020,09:06,23-12-2020,,,DEGIRO Corporate Action Kosten,,USD,-0.04,USD,1.11,
24-12-2020,09:06,23-12-2020,ISHARES MSCI WORLD UCITS ETF USD (DIST),IE00B0M62Q58,Dividend,,USD,0.41,USD,1.15,
24-12-2020,09:04,23-12-2020,,,DEGIRO Corporate Action Kosten,,USD,-0.08,USD,0.74,
24-12-2020,09:03,23-12-2020,ISHARES CORE S&P 500 UCITS ETF USD,IE0031442068,Dividend,,USD,0.82,USD,0.82,
23-12-2020,00:00,22-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,232.58,
22-12-2020,00:00,21-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,232.59,
21-12-2020,00:00,20-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,232.60,
18-12-2020,00:00,17-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,232.62,
17-12-2020,15:32,17-12-2020,,,"Overboeking van uw geldrekening bij flatexDEGIRO Bank 0,77 EUR",,,,EUR,232.63,
17-12-2020,15:32,17-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.77,EUR,233.40,
17-12-2020,00:00,16-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,232.63,
16-12-2020,11:33,16-12-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,Dividend,,EUR,6.93,EUR,232.64,
16-12-2020,11:33,16-12-2020,ROYAL DUTCH SHELL A,GB00B03MLX29,Dividendbelasting,,EUR,-1.04,EUR,225.71,
16-12-2020,10:09,16-12-2020,GALAPAGOS NV,BE0003818359,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.05,EUR,226.75,215e4815-cf0a-41da-af58-b7d76bb0d4cd
16-12-2020,10:09,16-12-2020,GALAPAGOS NV,BE0003818359,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-2.00,EUR,226.80,215e4815-cf0a-41da-af58-b7d76bb0d4cd
16-12-2020,10:09,16-12-2020,GALAPAGOS NV,BE0003818359,"Koop 2 @ 84,14 EUR",,EUR,-168.28,EUR,228.80,215e4815-cf0a-41da-af58-b7d76bb0d4cd
16-12-2020,00:00,15-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,397.08,
15-12-2020,13:16,15-12-2020,,,"Overboeking naar uw geldrekening bij flatexDEGIRO Bank: 0,77 EUR",,,,EUR,397.08,
15-12-2020,13:16,15-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.77,EUR,396.31,
15-12-2020,00:00,14-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,397.08,
14-12-2020,00:00,13-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,397.09,
13-12-2020,07:31,11-12-2020,,,Valuta Debitering,,EUR,0.78,EUR,397.11,
13-12-2020,07:31,11-12-2020,,,Valuta Debitering,1.2126,USD,-0.95,USD,0.00,
11-12-2020,08:35,10-12-2020,MICROSOFT CORP,US5949181045,Dividend,,USD,1.12,USD,0.95,
11-12-2020,08:35,10-12-2020,MICROSOFT CORP,US5949181045,Dividendbelasting,,USD,-0.17,USD,-0.17,
11-12-2020,00:00,10-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,396.33,
10-12-2020,00:00,09-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,0.00,EUR,396.34,
09-12-2020,00:00,08-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,396.34,
08-12-2020,00:00,07-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,396.35,
07-12-2020,00:00,06-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,396.35,
04-12-2020,00:00,03-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,396.37,
03-12-2020,00:00,02-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,396.38,
02-12-2020,16:09,02-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,000636 @ 9.909,8509 EUR",,,,EUR,396.38,
02-12-2020,16:09,02-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,07 @ 9.909,8509 EUR",,,,EUR,390.08,
02-12-2020,00:00,01-12-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,390.08,
01-12-2020,15:50,01-12-2020,,,Terugstorting,,EUR,-700.00,EUR,390.10,
01-12-2020,00:00,30-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,1090.10,
30-11-2020,16:01,30-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,004895 @ 9.910,2072 EUR",,,,EUR,1090.12,
30-11-2020,16:01,30-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,03 @ 9.910,2072 EUR",,,,EUR,1138.63,
30-11-2020,00:00,29-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.03,EUR,1138.63,
27-11-2020,17:03,27-11-2020,HELLOFRESH SE,DE000A161408,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.18,EUR,1138.66,08975586-5267-4f45-b364-562a64d4fabc
27-11-2020,17:03,27-11-2020,HELLOFRESH SE,DE000A161408,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-4.00,EUR,1138.84,08975586-5267-4f45-b364-562a64d4fabc
27-11-2020,17:03,27-11-2020,HELLOFRESH SE,DE000A161408,Verkoop 7 @ 50 EUR,,EUR,350.00,EUR,1142.84,08975586-5267-4f45-b364-562a64d4fabc
27-11-2020,00:00,26-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,792.84,
26-11-2020,15:59,26-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,00475 @ 9.910,827 EUR",,,,EUR,792.86,
26-11-2020,15:59,26-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Verkoop 0,04 @ 9.910,827 EUR",,,,EUR,745.79,
26-11-2020,00:00,25-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,745.79,
25-11-2020,09:19,25-11-2020,ISHARES CHINA LARGE CAP UCITS ETF USD,IE00B02KXK85,"Koop 4 @ 110,88 EUR",,EUR,-443.52,EUR,745.80,58e622bb-325b-4792-9d9d-946274e5ac70
25-11-2020,00:00,24-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,1189.32,
24-11-2020,16:06,24-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,009406 @ 9.911,1179 EUR",,,,EUR,1189.34,
24-11-2020,00:00,23-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.04,EUR,1183.45,
23-11-2020,20:50,23-11-2020,AVAYA HOLDINGS CORP,US05351X1019,Valuta Creditering,1.1825,USD,450.32,USD,0.00,07ed4810-a8ec-45bb-a184-75385e7b9e38
23-11-2020,20:50,23-11-2020,AVAYA HOLDINGS CORP,US05351X1019,Valuta Debitering,,EUR,-380.82,EUR,1183.49,07ed4810-a8ec-45bb-a184-75385e7b9e38
23-11-2020,20:50,23-11-2020,AVAYA HOLDINGS CORP,US05351X1019,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.09,EUR,1564.31,07ed4810-a8ec-45bb-a184-75385e7b9e38
23-11-2020,20:50,23-11-2020,AVAYA HOLDINGS CORP,US05351X1019,Valuta Creditering,1.1825,USD,69.28,USD,-450.32,07ed4810-a8ec-45bb-a184-75385e7b9e38
23-11-2020,20:50,23-11-2020,AVAYA HOLDINGS CORP,US05351X1019,Valuta Debitering,,EUR,-58.59,EUR,1564.40,07ed4810-a8ec-45bb-a184-75385e7b9e38
23-11-2020,20:50,23-11-2020,AVAYA HOLDINGS CORP,US05351X1019,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.01,EUR,1622.99,07ed4810-a8ec-45bb-a184-75385e7b9e38
23-11-2020,20:50,23-11-2020,AVAYA HOLDINGS CORP,US05351X1019,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,1623.00,07ed4810-a8ec-45bb-a184-75385e7b9e38
23-11-2020,20:50,23-11-2020,AVAYA HOLDINGS CORP,US05351X1019,"Koop 26 @ 17,32 USD",,USD,-450.32,USD,-519.60,07ed4810-a8ec-45bb-a184-75385e7b9e38
23-11-2020,20:50,23-11-2020,AVAYA HOLDINGS CORP,US05351X1019,"Koop 4 @ 17,32 USD",,USD,-69.28,USD,-69.28,07ed4810-a8ec-45bb-a184-75385e7b9e38
23-11-2020,20:39,23-11-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,Valuta Debitering,1.1849,USD,-632.50,USD,0.00,e4598160-4552-4741-ae3a-d1a63b997f12
23-11-2020,20:39,23-11-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,Valuta Creditering,,EUR,533.81,EUR,1623.50,e4598160-4552-4741-ae3a-d1a63b997f12
23-11-2020,20:39,23-11-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.08,EUR,1089.69,e4598160-4552-4741-ae3a-d1a63b997f12
23-11-2020,20:39,23-11-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,DEGIRO Transactiekosten en/of kosten van derden,,EUR,-0.50,EUR,1089.77,e4598160-4552-4741-ae3a-d1a63b997f12
23-11-2020,20:39,23-11-2020,VIRGIN GALACTIC HOLDINGS INC,US92766K1060,"Verkoop 25 @ 25,3 USD",,USD,632.50,USD,632.50,e4598160-4552-4741-ae3a-d1a63b997f12
23-11-2020,00:00,22-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.04,EUR,1090.27,
20-11-2020,00:00,19-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,1090.31,
19-11-2020,00:00,18-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.02,EUR,1090.34,
18-11-2020,16:01,18-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,000043 @ 9.912,2063 EUR",,,,EUR,1090.35,
18-11-2020,16:01,18-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,07 @ 9.912,2063 EUR",,,,EUR,1090.78,
18-11-2020,00:00,17-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Koersverandering geldmarktfonds (EUR),,EUR,-0.01,EUR,1090.78,
17-11-2020,16:00,17-11-2020,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversie geldmarktfonds: Koop 0,000001 @ 9.912,3709 EUR",,,,EUR,1090.79,
